food_id,food_name,description,cuisine,meal_type,diet_type,health_goal,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,serving_size,budget,ingredients,allergens,health_score,recommendation_tags
1093,cowpeas canned,cowpeas canned is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,185.0,11.4,32.7,1.3,7.9,0.0,0.7,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1094,pinto beans cooked,pinto beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,245.0,15.4,44.8,1.1,15.4,0.6,0.085,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1095,winged beans cooked,winged beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,253.0,18.3,25.7,10.0,0.0,0.0,0.4,100 g,Medium,See recipe,None,96,Heart Healthy
1096,pinto beans raw,pinto beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,670.0,41.3,120.7,2.4,29.9,4.1,0.036,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1097,black turtle beans raw,black turtle beans raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,624.0,39.1,116.4,1.7,28.5,3.9,0.041,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1098,fava beans raw,fava beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,512.0,39.2,87.4,2.3,37.5,8.6,0.1,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1099,lima beans canned,lima beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,190.0,11.9,35.9,0.4,11.6,0.0,0.8,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1100,hyacinth beans raw,hyacinth beans raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,722.0,50.2,127.6,3.5,53.8,0.0,0.073,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1101,white beans raw,white beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,673.0,47.2,121.7,1.7,30.7,4.3,0.051,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1102,snap beans canned,snap beans canned is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,66.0,3.5,15.4,0.4,6.6,0.0,0.09,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1103,navy beans canned,navy beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,296.0,19.7,53.6,1.1,13.4,0.7,1.2,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1104,mung beans raw,mung beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,718.0,49.4,129.6,2.4,33.7,13.7,0.085,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1105,adzuki beans raw,adzuki beans raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,648.0,39.1,123.9,1.0,25.0,0.0,0.06,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1106,black turtle beans cooked,black turtle beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,241.0,15.1,45.0,0.6,15.4,0.6,0.06,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1107,pink lentils raw,pink lentils raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,662.0,47.9,113.6,4.2,20.7,0.0,0.092,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1108,yellow beans raw,yellow beans raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,676.0,43.1,119.0,5.1,49.2,0.0,0.046,100 g,Medium,See recipe,None,99,"High Protein, High Fiber, Heart Healthy"
1109,white beans cooked,white beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,249.0,17.4,44.9,0.6,11.3,0.6,0.045,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1110,lentils raw,lentils raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,678.0,49.5,115.4,2.0,58.6,3.9,0.039,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1111,cranberry beans cooked,cranberry beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,241.0,16.5,43.3,0.8,17.7,0.0,0.4,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1112,chickpeas raw,chickpeas raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,728.0,38.6,121.3,12.1,34.8,21.4,0.005,100 g,Medium,See recipe,None,99,"High Protein, High Fiber, Heart Healthy"
1113,lentils cooked,lentils cooked is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,230.0,17.9,39.9,0.8,15.6,3.6,0.016,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1114,baked beans canned,baked beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,239.0,12.1,53.7,0.9,10.4,20.2,0.9,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1115,cranberry beans canned,cranberry beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,216.0,14.4,39.3,0.7,16.4,0.0,0.9,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1116,black beans cooked,black beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,227.0,15.2,40.8,0.9,15.0,0.0,0.008,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1117,lima beans cooked,lima beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,216.0,14.7,39.3,0.7,13.2,5.5,0.012,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1118,mungo beans raw,mungo beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,706.0,52.2,122.1,3.4,37.9,0.0,0.004,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1119,pigeon peas raw,pigeon peas raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,703.0,44.5,128.7,3.1,30.8,0.0,0.04,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1120,fava beans canned,fava beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,182.0,14.0,31.8,0.6,9.5,0.0,1.2,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1121,yellow snap beans raw,yellow snap beans raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,31.0,1.8,7.1,0.1,3.4,0.0,0.085,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1122,snap beans raw,snap beans raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,31.0,1.8,7.0,0.2,2.7,3.3,0.025,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1123,yellow snap beans canned,yellow snap beans canned is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,36.0,1.9,8.4,0.2,3.6,0.0,0.6,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1124,pigeon peas cooked,pigeon peas cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,203.0,11.4,39.1,0.6,11.3,0.0,0.036,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1125,catjang cowpeas raw,catjang cowpeas raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,573.0,39.8,99.6,3.5,17.9,0.0,0.07,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1126,navy beans cooked,navy beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,255.0,15.0,47.4,1.1,19.1,0.7,0.4,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1127,mothbeans raw,mothbeans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,672.0,45.0,120.6,3.2,0.0,0.0,0.001,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, Heart Healthy"
1128,cowpeas cooked,cowpeas cooked is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,81.0,5.4,14.5,0.4,4.6,2.3,0.037,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1129,mothbeans cooked,mothbeans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,207.0,13.8,37.1,1.0,0.0,0.0,0.086,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
1130,french beans cooked,french beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,228.0,12.5,42.5,1.3,16.6,0.0,0.003,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1131,lima beans raw,lima beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,602.0,38.2,112.8,1.2,33.8,15.1,0.078,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1132,winged beans raw,winged beans raw is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,744.0,54.0,75.9,29.7,47.1,0.0,0.09,100 g,Medium,See recipe,None,99,"High Protein, High Fiber, Heart Healthy"
1133,adzuki beans cooked,adzuki beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,294.0,17.3,57.0,0.2,16.8,0.0,0.079,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1134,black beans raw,black beans raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,662.0,41.9,121.0,2.8,30.1,4.1,0.065,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1135,catjang cowpeas cooked,catjang cowpeas cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,200.0,13.9,34.7,1.2,6.2,0.0,0.021,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1136,baby lima beans cooked,baby lima beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,189.0,12.0,35.0,0.5,10.8,2.5,0.064,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1137,cowpeas raw,cowpeas raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,41.0,3.1,8.9,0.3,3.1,4.7,0.026,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1138,shellie beans canned,shellie beans canned is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,74.0,4.3,15.2,0.5,8.3,1.5,0.8,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1139,yardlong beans raw,yardlong beans raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,579.0,40.6,103.4,2.2,18.4,0.0,0.057,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1140,pinto beans canned,pinto beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,197.0,11.0,36.4,1.3,11.0,2.4,0.6,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1141,chickpeas cooked,chickpeas cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,269.0,14.5,45.0,4.2,12.5,7.9,0.08,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1142,cranberry beans raw,cranberry beans raw is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,653.0,44.9,117.1,2.4,48.2,0.0,0.014,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1143,mungo beans cooked,mungo beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,189.0,13.6,33.0,1.0,11.5,3.6,0.083,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1144,tamarinds,tamarinds is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,5.0,0.057,1.3,0.013,0.1,0.8,0.007,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1145,yellow snap beans cooked,yellow snap beans cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,44.0,2.4,9.9,0.4,4.1,4.5,0.096,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1146,yardlong beans cooked,yardlong beans cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,202.0,14.2,36.1,0.8,6.5,0.0,0.059,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
1147,bacon beef steak,bacon beef steak is a lunch food suitable for maintain weight.,Continental,Lunch,Non-Veg,Maintain Weight,146.0,8.2,0.2,12.5,0.0,0.2,0.4,100 g,Medium,"Beef, Spices",None,92,"Low Carb, Heart Healthy"
1148,lamb foreshank raw,lamb foreshank raw is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,912.0,85.8,0.0,60.7,0.0,0.0,0.3,100 g,Medium,See recipe,None,87,"High Protein, Low Carb"
1149,bacon,bacon is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,106.0,3.3,0.2,10.2,0.0,0.2,0.1,100 g,Medium,See recipe,None,91,"Low Carb, Heart Healthy"
1150,lamb rib cooked,lamb rib cooked is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,915.0,53.9,0.0,76.0,0.0,0.0,0.2,100 g,Medium,See recipe,None,52,"High Protein, Low Carb"
1151,lamb shank raw,lamb shank raw is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,912.0,84.3,0.0,61.2,0.0,0.0,0.3,100 g,Medium,See recipe,None,85,"High Protein, Low Carb"
1152,scrapple,scrapple is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,60.0,2.3,4.0,3.9,0.052,0.063,0.1,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
1153,chicken nuggets,chicken nuggets is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,61.0,3.2,3.0,4.1,0.2,0.039,0.1,100 g,Medium,"Chicken, Spices",None,97,"Low Fat, Low Carb, Heart Healthy"
1154,ground lamb cooked,ground lamb cooked is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,886.0,77.5,0.0,61.5,0.0,0.0,0.3,100 g,Medium,See recipe,None,81,"High Protein, Low Carb"
1155,lamb meat cooked,lamb meat cooked is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,678.0,63.8,0.0,45.0,0.0,0.0,0.2,100 g,Medium,See recipe,None,90,"High Protein, Low Carb, Heart Healthy"
1156,meat extender,meat extender is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,275.0,33.5,33.7,2.6,15.4,0.0,0.041,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, High Fiber, Heart Healthy"
1157,lamb leg raw,lamb leg raw is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,1043.0,81.2,0.0,77.4,0.0,0.0,0.3,100 g,Medium,See recipe,None,66,"High Protein, Low Carb"
1158,lamb loin cooked,lamb loin cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,202.0,16.1,0.0,14.8,0.0,0.0,0.089,100 g,Medium,See recipe,None,94,"Low Carb, Heart Healthy"
1159,chicken patty,chicken patty is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Maintain Weight,172.0,8.9,7.7,11.7,0.2,0.0,0.3,100 g,Medium,"Chicken, Spices",None,92,"Low Carb, Heart Healthy"
1160,lamb shank roasted,lamb shank roasted is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,605.0,71.0,0.0,33.5,0.0,0.0,0.2,100 g,Medium,See recipe,None,99,"High Protein, Low Carb, Heart Healthy"
1161,barbecue loaf,barbecue loaf is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,40.0,3.6,1.5,2.0,0.0,0.0,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1162,lamb sirloin cooked,lamb sirloin cooked is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,765.0,64.5,0.0,54.2,0.0,0.0,0.2,100 g,Medium,See recipe,None,81,"High Protein, Low Carb"
1163,poultry salad,poultry salad is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,26.0,1.5,1.0,1.8,0.0,0.0,0.079,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1164,ground lamb raw,ground lamb raw is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,80.0,4.7,0.0,6.6,0.0,0.0,0.05,100 g,Medium,See recipe,None,96,"Low Carb, Heart Healthy"
